Situation familiale;Sexe du membre;Nombre de 2rm conduits par le membre;Nombre d'enfants à charge;Département d'habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple avec enfant(s);Homme;1;2;39;50-59 ans;2000;600;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;0;33;40-49 ans;2009;800;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;2;2;33;30-39 ans;1992;1000;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;38;Moins de 30 ans;2019;800;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;0;75;60-69 ans;1996;125;Sportive;Cadre;False
En couple sans enfant;Homme;1;0;13;60-69 ans;1991;1400;Roadster;Employé;False
En couple avec enfant(s);Femme;2;2;6;50-59 ans;1996;1200;Trail / Supermotard;Cadre;False
Seul(e) sans enfant;Homme;5;0;95;60-69 ans;2000;944;0;Cadre;False
Seul(e) sans enfant;Homme;1;0;92;50-59 ans;2000;1200;Routière / GT;Profession intermédiaire;False
En couple sans enfant;Homme;1;1;78;50-59 ans;2000;1000;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;0;78;60-69 ans;2013;750;Roadster;Employé;False
Seul(e) avec enfants;Homme;1;0;38;Moins de 30 ans;2014;500;Routière / GT;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;5;2;75;60-69 ans;2005;1200;Sportive;Cadre;False
En couple avec enfant(s);Homme;3;1;38;40-49 ans;1998;900;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;0;91;60-69 ans;2007;1800;Scooter;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;0;60;30-39 ans;2004;1200;Roadster;Employé;False
En couple sans enfant;Homme;1;1;38;50-59 ans;2004;1250;Roadster;Ouvrier;False
En couple sans enfant;Homme;1;0;13;30-39 ans;2008;1200;Roadster;Cadre;False
En couple avec enfant(s);Femme;1;0;50;60-69 ans;2019;999;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;9;1;28;30-39 ans;2013;1200;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;0;67;30-39 ans;2009;800;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;2;0;32;Moins de 30 ans;2016;1200;Roadster;Profession intermédiaire;False
Seul(e) avec enfants;Homme;1;2;54;40-49 ans;1987;900;Roadster;Chef d'entreprise de 10 salariés ou plus;False
Seul(e) sans enfant;Homme;1;2;91;60-69 ans;2013;955;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;21;40-49 ans;2018;400;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;3;60;50-59 ans;2017;1300;Routière / GT;Ouvrier;False
En couple avec enfant(s);Femme;1;0;34;50-59 ans;2014;500;Routière / GT;Profession libérale et artistique;False
En couple sans enfant;Homme;1;0;95;50-59 ans;2015;125;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;1;74;50-59 ans;2010;675;Roadster;Cadre;False
En couple avec enfant(s);Femme;2;2;33;40-49 ans;2000;1200;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;79;60-69 ans;2010;800;Sportive;Cadre;False
En couple sans enfant;Homme;1;0;64;60-69 ans;1991;750;Roadster;Retraité;False
En couple sans enfant;Homme;2;0;69;60-69 ans;1998;1000;Roadster;Retraité;False
En couple sans enfant;Homme;2;2;30;40-49 ans;1996;500;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;91;50-59 ans;2016;700;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;1;33;60-69 ans;2007;850;Custom;Retraité;False
En couple sans enfant;Homme;1;1;77;30-39 ans;2010;1300;Roadster;Employé;False
En couple avec enfant(s);Homme;1;0;31;60-69 ans;2000;650;Scooter;Cadre;False
Seul(e) sans enfant;Homme;1;0;75;30-39 ans;2016;883;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;0;10;30-39 ans;2011;125;Trail / Supermotard;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;91;50-59 ans;2008;1400;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;0;95;30-39 ans;2014;1200;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;0;46;50-59 ans;2003;944;Routière / GT;Employé;False
En couple sans enfant;Homme;1;1;59;50-59 ans;2009;650;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;74;40-49 ans;1990;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;0;31;40-49 ans;1998;800;Sportive;Cadre;False
En couple sans enfant;Homme;1;0;25;30-39 ans;2016;1200;Scooter;Retraité;False
En couple sans enfant;Homme;2;0;19;40-49 ans;2008;650;Sportive;Cadre;False
En couple avec enfant(s);Homme;2;1;83;30-39 ans;2002;1000;Routière / GT;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;4;1;40;50-59 ans;2009;650;Trail / Supermotard;Ouvrier;False
En couple sans enfant;Homme;1;3;1;50-59 ans;2001;650;Routière / GT;Artisan, commerçant assimilé;False
Autre;Homme;1;0;91;40-49 ans;2007;650;Custom;Ouvrier;False
En couple avec enfant(s);Homme;1;2;17;30-39 ans;2013;900;Custom;Cadre;False
En couple sans enfant;Femme;1;1;13;50-59 ans;2004;900;Roadster;Employé;False
En couple sans enfant;Homme;1;0;79;30-39 ans;2018;1200;Roadster;Profession intermédiaire;False
Seul(e) sans enfant;Homme;2;2;62;60-69 ans;1995;900;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;1;76;50-59 ans;2016;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;2;2;33;30-39 ans;2009;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;3;0;39;40-49 ans;1996;750;Roadster;Employé;False
En couple sans enfant;Homme;1;0;40;50-59 ans;2014;1200;Routière / GT;En recherche d'emploi;False
En couple avec enfant(s);Homme;1;1;52;50-59 ans;2005;800;Routière / GT;Cadre;False
En couple sans enfant;Homme;4;0;42;60-69 ans;2008;1200;Routière / GT;Profession intermédiaire;False
Seul(e) avec enfants;Homme;1;0;6;40-49 ans;1998;1300;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;0;78;50-59 ans;2009;1300;Roadster;Employé;False
En couple avec enfant(s);Homme;2;0;33;70 et plus;2006;1000;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;0;34;30-39 ans;2017;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;2;2;40;50-59 ans;2008;650;Routière / GT;Retraité;False
En couple sans enfant;Homme;1;0;78;30-39 ans;2005;500;Roadster;Employé;False
En couple avec enfant(s);Homme;3;1;69;30-39 ans;2012;1200;Roadster;Cadre;False
En couple sans enfant;Homme;1;2;68;60-69 ans;2012;650;Roadster;Employé;False
Autre;Homme;1;0;21;40-49 ans;2008;900;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;1;51;40-49 ans;1995;1200;0;Retraité;True
En couple avec enfant(s);Homme;1;0;13;40-49 ans;2002;700;Roadster;Retraité;True
En couple sans enfant;Homme;2;2;35;60-69 ans;2011;500;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;5;2;71;50-59 ans;1988;700;Trail / Supermotard;Cadre;True
Seul(e) sans enfant;Homme;1;0;94;40-49 ans;2018;1000;Routière / GT;Employé;False
En couple sans enfant;Homme;1;2;52;50-59 ans;2018;955;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;1;2;44;50-59 ans;2002;1100;Routière / GT;Employé;False
En couple sans enfant;Homme;1;0;78;50-59 ans;2008;800;Trail / Supermotard;Cadre;False
Seul(e) avec enfants;Homme;3;0;91;30-39 ans;2013;800;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;1;13;50-59 ans;2019;1200;Routière / GT;Cadre;True
Seul(e) sans enfant;Homme;1;0;26;30-39 ans;2012;1300;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;3;92;30-39 ans;1966;400;Routière / GT;Retraité;False
En couple sans enfant;Homme;2;1;93;50-59 ans;1999;500;Sportive;Employé;True
En couple avec enfant(s);Homme;1;0;31;Moins de 30 ans;2002;700;Roadster;Employé;False
En couple sans enfant;Homme;4;2;39;50-59 ans;2010;500;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;0;10;40-49 ans;2017;500;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;95;50-59 ans;2006;850;Custom;Retraité;False
En couple avec enfant(s);Homme;1;2;91;30-39 ans;2015;750;Sportive;Retraité;False
En couple avec enfant(s);Homme;2;0;60;50-59 ans;2012;650;Trail / Supermotard;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;0;42;40-49 ans;2016;1200;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;10;3;21;30-39 ans;2017;1200;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;1;1;21;40-49 ans;2013;700;Trail / Supermotard;Retraité;False
Autre;Femme;1;3;26;60-69 ans;2004;125;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;0;6;40-49 ans;2004;650;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;2;0;37;50-59 ans;2000;750;Trail / Supermotard;Profession libérale et artistique;False
En couple avec enfant(s);Homme;3;0;93;70 et plus;2013;600;Trail / Supermotard;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;2;2;88;30-39 ans;2018;600;Roadster;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;1;0;69;40-49 ans;2005;750;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;88;60-69 ans;1992;800;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;1;85;60-69 ans;2011;650;Sportive;Employé;True
En couple sans enfant;Homme;2;0;83;Moins de 30 ans;2011;999;Roadster;Employé;False
En couple sans enfant;Homme;2;0;40;Moins de 30 ans;2011;850;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;0;31;40-49 ans;2015;1000;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;0;92;40-49 ans;2018;750;Trail / Supermotard;Employé;False
Autre;Homme;1;0;33;40-49 ans;2006;250;Sportive;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;1;0;54;60-69 ans;2006;500;Roadster;Cadre;False
En couple sans enfant;Homme;3;0;33;50-59 ans;2001;850;Roadster;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;2;0;13;50-59 ans;1992;125;Routière / GT;Retraité;False
Seul(e) sans enfant;Homme;2;1;37;50-59 ans;2013;800;Routière / GT;Cadre;False
Seul(e) avec enfants;Homme;1;0;38;50-59 ans;1999;1800;Roadster;Ouvrier;False
En couple sans enfant;Homme;2;0;13;60-69 ans;2006;650;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;0;60;30-39 ans;1991;1100;Roadster;Cadre;False
Seul(e) sans enfant;Homme;2;0;4;50-59 ans;2001;900;Sportive;Employé;False
En couple avec enfant(s);Homme;2;0;91;60-69 ans;2012;1800;Roadster;Cadre;False
Seul(e) sans enfant;Homme;2;0;66;50-59 ans;1995;650;Roadster;Cadre;False
En couple sans enfant;Homme;1;1;91;60-69 ans;2002;125;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;0;92;40-49 ans;2019;1200;Sportive;Retraité;False
En couple sans enfant;Homme;2;0;94;60-69 ans;2013;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;3;0;13;60-69 ans;2010;1200;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;94;40-49 ans;2006;1200;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;2;1;74;40-49 ans;2013;500;Custom;Retraité;False
Seul(e) avec enfants;Homme;1;1;60;40-49 ans;2009;700;Trail / Supermotard;Employé;True
En couple sans enfant;Homme;3;1;38;40-49 ans;2003;1100;Routière / GT;Employé;False
Seul(e) sans enfant;Homme;2;0;34;60-69 ans;2008;1000;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;39;50-59 ans;1974;850;Trail / Supermotard;Retraité;False
Seul(e) sans enfant;Homme;1;2;28;40-49 ans;2004;900;Sportive;Retraité;False
Autre;Homme;2;0;91;40-49 ans;2010;1000;Trail / Supermotard;Employé;False
Seul(e) sans enfant;Homme;2;2;74;40-49 ans;1996;900;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;3;0;57;40-49 ans;2000;1300;Routière / GT;Employé;False
En couple sans enfant;Homme;1;0;26;50-59 ans;2018;1000;Trail / Supermotard;Profession intermédiaire;False
En couple avec enfant(s);Femme;1;0;69;50-59 ans;2016;944;Roadster;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;2;0;30;50-59 ans;1998;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;6;Moins de 30 ans;2009;700;Trail / Supermotard;Cadre;True
Seul(e) sans enfant;Homme;1;1;72;60-69 ans;2013;650;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;1;92;50-59 ans;2019;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;3;31;50-59 ans;2014;1200;Routière / GT;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;0;33;40-49 ans;2010;400;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;73;60-69 ans;2016;1800;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;0;1;40-49 ans;2005;1200;Roadster;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;2;59;50-59 ans;2009;1000;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;2;73;40-49 ans;2018;600;Roadster;Cadre;True
Seul(e) avec enfants;Homme;1;0;6;50-59 ans;2016;900;Custom;Cadre;False
En couple avec enfant(s);Homme;1;1;34;60-69 ans;2008;125;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;2;1;77;60-69 ans;2017;900;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;3;71;50-59 ans;2013;750;Scooter;Cadre;False
En couple sans enfant;Homme;1;2;74;30-39 ans;1995;600;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;0;35;30-39 ans;2009;1100;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;0;69;30-39 ans;2004;125;Roadster;Employé;False
En couple avec enfant(s);Homme;1;0;39;40-49 ans;2004;750;Roadster;Retraité;False
En couple sans enfant;Homme;1;1;26;60-69 ans;1994;1100;Routière / GT;Profession intermédiaire;False
Seul(e) sans enfant;Homme;3;0;83;40-49 ans;2004;750;Routière / GT;Ouvrier;True
Seul(e) sans enfant;Homme;1;2;27;50-59 ans;1999;1200;Trail / Supermotard;Profession libérale et artistique;False
En couple sans enfant;Homme;1;0;83;50-59 ans;1996;1400;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;1;91;50-59 ans;2010;1200;Sportive;Cadre;False
En couple avec enfant(s);Homme;11;3;69;50-59 ans;1998;1600;Custom;Employé;False
En couple avec enfant(s);Homme;1;2;31;60-69 ans;2005;1200;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;2;2;41;50-59 ans;2005;1200;Roadster;Agriculteur exploitant;False
Seul(e) sans enfant;Homme;3;0;69;60-69 ans;1976;1200;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;1;0;31;30-39 ans;1999;500;Scooter;Employé;False
En couple avec enfant(s);Homme;1;0;22;60-69 ans;2007;1150;Sportive;Employé;False
En couple avec enfant(s);Homme;3;0;38;50-59 ans;2019;700;Trail / Supermotard;Retraité;False
Seul(e) sans enfant;Homme;2;1;13;40-49 ans;2019;125;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;0;93;50-59 ans;2008;125;Roadster;Employé;False
En couple sans enfant;Homme;3;1;13;60-69 ans;2018;1800;Sportive;Retraité;False
Seul(e) sans enfant;Homme;1;0;85;40-49 ans;2011;600;Roadster;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;0;83;40-49 ans;2003;1200;Roadster;Cadre;False
Autre;Homme;2;1;31;Moins de 30 ans;2002;125;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;1;1;42;50-59 ans;1986;1150;Roadster;Retraité;False
En couple sans enfant;Homme;1;2;92;60-69 ans;2018;1250;Trail / Supermotard;Ouvrier;False
En couple sans enfant;Homme;2;0;17;30-39 ans;2013;900;Routière / GT;Retraité;False
En couple sans enfant;Homme;4;0;33;70 et plus;2007;1200;Sportive;Cadre;False
Seul(e) avec enfants;Homme;1;0;51;50-59 ans;2005;1100;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;42;30-39 ans;2016;1200;Routière / GT;Autre sans activité professionnelle (personne au foyer...);False
En couple sans enfant;Homme;1;1;92;40-49 ans;1999;1050;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;56;60-69 ans;1996;1200;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;4;0;35;50-59 ans;2012;1800;Roadster;Employé;True
En couple sans enfant;Homme;1;0;33;50-59 ans;2002;1000;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;2;59;60-69 ans;2006;300;Roadster;Employé;False
Seul(e) avec enfants;Homme;1;0;75;50-59 ans;2016;700;Sportive;Profession intermédiaire;False
En couple avec enfant(s);Homme;4;0;59;60-69 ans;2012;1200;Roadster;Cadre;True
En couple avec enfant(s);Homme;4;0;33;50-59 ans;2007;1000;Roadster;Employé;False
En couple avec enfant(s);Homme;1;1;88;50-59 ans;2015;125;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;0;6;60-69 ans;1990;1000;Routière / GT;Employé;False
En couple avec enfant(s);Homme;7;0;66;60-69 ans;2019;1150;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;2;1;34;50-59 ans;2006;650;Trail / Supermotard;Retraité;False
En couple sans enfant;Femme;1;0;92;50-59 ans;2019;250;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;2;30;40-49 ans;2018;1200;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;2;0;44;Moins de 30 ans;2010;675;Roadster;Employé;False
En couple avec enfant(s);Homme;2;0;26;50-59 ans;2010;650;Routière / GT;Employé;False
En couple avec enfant(s);Homme;2;2;79;50-59 ans;2017;600;Sportive;Retraité;False
En couple avec enfant(s);Homme;3;2;63;40-49 ans;1999;1600;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;3;2;33;60-69 ans;2002;1800;Roadster;Employé;True
Seul(e) sans enfant;Homme;3;0;95;Moins de 30 ans;2010;650;Roadster;Employé;False
En couple sans enfant;Homme;2;1;81;50-59 ans;2006;800;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;2;78;50-59 ans;2017;1600;Routière / GT;Employé;False
Seul(e) avec enfants;Homme;2;3;95;40-49 ans;2000;1200;Routière / GT;Retraité;False
En couple sans enfant;Homme;2;2;83;30-39 ans;2006;1250;Roadster;Retraité;False
En couple sans enfant;Homme;2;2;62;40-49 ans;2004;675;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;76;60-69 ans;2015;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;5;0;34;Moins de 30 ans;2019;1200;Roadster;Ouvrier;False
En couple sans enfant;Homme;1;2;62;40-49 ans;2011;1000;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;2;1;91;50-59 ans;2015;1400;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;1;0;38;70 et plus;2019;1250;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;0;74;30-39 ans;2018;2300;Roadster;Retraité;False
Seul(e) avec enfants;Homme;1;0;44;50-59 ans;2017;1200;Roadster;Employé;False
En couple avec enfant(s);Femme;1;1;75;60-69 ans;2018;1800;Trail / Supermotard;Employé;False
En couple sans enfant;Femme;2;0;45;50-59 ans;2003;750;Routière / GT;Cadre;False
En couple sans enfant;Homme;4;0;60;60-69 ans;2015;1200;Tout terrain (Trial,  Enduro, Cross);Employé;False
Seul(e) sans enfant;Homme;1;0;6;30-39 ans;2006;998;Roadster;Cadre;False
Seul(e) avec enfants;Homme;2;0;13;50-59 ans;1976;750;Routière / GT;Employé;False
En couple sans enfant;Homme;2;2;91;40-49 ans;1994;320;Trail / Supermotard;Ouvrier;False
En couple avec enfant(s);Homme;1;0;1;60-69 ans;2018;700;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;3;0;54;50-59 ans;2005;1200;Trail / Supermotard;Employé;False
Seul(e) sans enfant;Homme;4;1;39;50-59 ans;2011;600;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;0;65;50-59 ans;2010;900;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;1;95;50-59 ans;1991;850;Trail / Supermotard;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;1;4;33;40-49 ans;2001;800;Trail / Supermotard;Cadre;False
Seul(e) sans enfant;Homme;1;0;64;60-69 ans;2015;1200;Routière / GT;Profession intermédiaire;False
En couple sans enfant;Homme;1;1;13;60-69 ans;2001;916;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;1;94;50-59 ans;2017;1200;Routière / GT;Employé;False
En couple avec enfant(s);Homme;2;0;78;40-49 ans;1994;600;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;0;31;50-59 ans;2019;1200;Roadster;Cadre;False
En couple avec enfant(s);Homme;10;0;92;Moins de 30 ans;2007;1000;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;2;0;94;70 et plus;2014;1400;Custom;Employé;False
En couple sans enfant;Homme;2;0;64;60-69 ans;2017;1100;Routière / GT;Retraité;False
Seul(e) sans enfant;Homme;2;2;69;40-49 ans;2016;300;Roadster;Retraité;True
En couple sans enfant;Homme;2;0;84;60-69 ans;2009;1200;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;3;63;60-69 ans;2012;900;Sportive;Employé;False
En couple avec enfant(s);Homme;5;1;26;40-49 ans;2015;1300;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;3;1;67;50-59 ans;2008;1200;Roadster;Chef d'entreprise de 10 salariés ou plus;True
Seul(e) sans enfant;Homme;1;0;31;40-49 ans;1992;125;Roadster;Cadre;True
Seul(e) sans enfant;Homme;2;3;1;30-39 ans;2008;1200;Routière / GT;Employé;False
Seul(e) avec enfants;Homme;3;0;69;40-49 ans;2006;1400;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;4;2;59;40-49 ans;1996;1200;Roadster;Profession libérale et artistique;False
