Civilité du membre;Profession du membre;Secteur du 2RM;Statut de la qualification;Sociétaire;Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre d enfants à charge;Département d habitation en France;Age du membre;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence d utilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
1;Ingenieur;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;91;48;40-49 ans;2011;MUTUELLE DES MOTARDS;1200;Tous les jours;5000;YAMAHA;Trail / Supermotard;Parking privé non clos;Pour les trajets domicile travail;?;Ingenieur;Profession intermédiaire;False
1;MODELEUR;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;42;62;60-69 ans;2011;ALLIANZ;1000;Quelques fois par semaine;6000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;MODELEUR;Retraité;False
1;Fonctionnaire;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;97;60;60-69 ans;2004;MAIF;400;Tous les jours;12000;SUZUKI;Scooter;Parking privé clos;Pour les trajets domicile travail;?;Fonctionnaire;Employé;False
1;Artisan;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;91;30;30-39 ans;2013;MUTUELLE DES MOTARDS;1000;Tous les jours;60000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Artisan;Ouvrier;False
1;Chef de projets informatiques;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;2;0;94;36;30-39 ans;2012;MAIF;125;Quelques fois par mois;2000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Chef de projets informatiques;Cadre;False
1;chef de chantier de desamianta;Oui;Qualification initiale;Non;En couple avec enfant(s);Homme;3;1;1;21;42;40-49 ans;1979;AXA;900;Quelques fois par semaine;5000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;200;chef de chantier de desamianta;Ouvrier;False
1;fonctionnaire;Non;Mise à jour;Non;Seul(e) avec enfants;Homme;3;1;2;77;56;50-59 ans;2008;AMV (ASSURANCE MOTO VERTE);675;Quelques fois par semaine;12000;TRIUMPH;Roadster;Parking privé clos;Pour les loisirs;200;fonctionnaire;Employé;False
1;Chef de produits marketing;Oui;Qualification initiale;Non;En couple avec enfant(s);Homme;3;2;1;34;34;30-39 ans;2019;PACIFICA (CREDIT AGRICOLE);790;Quelques fois par mois;5000;KTM;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Chef de produits marketing;Cadre;False
1;infirmier anesthésiste;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;4;1;52;49;40-49 ans;2012;MUTUELLE DES MOTARDS;1400;Quelques fois par semaine;12000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;cadre de bloc opératoire;Cadre;False
1;Asset manager;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;75;54;50-59 ans;2010;MUTUELLE DES MOTARDS;125;Tous les jours;4200;MBK;Scooter;Voie publique;Pour les trajets domicile travail;200;Asset manager;Cadre;False
3;Ingénieur en Technologie de l ;Non;Qualification initiale;Non;En couple sans enfant;Femme;2;1;0;29;30;30-39 ans;2011;PACIFICA (CREDIT AGRICOLE);600;Quelques fois par semaine;5000;YAMAHA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Chef de projet informatique;Cadre;False
1;agent entretien;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;74;52;50-59 ans;1990;MUTUELLE DES MOTARDS;1000;Tous les jours;10000;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;agent entretien;Ouvrier;False
1;Electricien;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;33;52;50-59 ans;2011;SOLLY AZAR;1400;Quelques fois par semaine;8000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;Electricien;Profession libérale et artistique;False
1;Cadre comptable;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;1;2;73;55;50-59 ans;2011;MMA;1200;Tous les jours;8000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;2000;Cadre comptable;Cadre;False
1;charpentier;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;3;0;24;59;50-59 ans;2004;MUTUELLE DES MOTARDS;650;Quelques fois par mois;2500;HONDA;Trail / Supermotard;Parking privé clos;Pour les loisirs;350;charpentier;Artisan, commerçant assimilé;False
1;Technicien;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;3;0;51;37;30-39 ans;2008;MAAF;600;Quelques fois par an;1200;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;?;Directeur sav;Cadre;True
1;sans profession;Oui;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;75;52;50-59 ans;2012;MUTUELLE DES MOTARDS;800;Quelques fois par semaine;10000;TRIUMPH;Roadster;Parking privé clos;Pour les loisirs;?;Chargé de mission FFMC;Cadre;True
1;Ingénieur IT;Non;?;Oui;En couple avec enfant(s);Homme;3;2;1;68;46;40-49 ans;2016;MUTUELLE DES MOTARDS;1050;Tous les jours;5000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Ingénieur IT;Cadre;False
1;ingenieur d etudes;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;5;1;3;92;62;60-69 ans;2016;MAIF;1200;Quelques fois par mois;10000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;ingenieur d etudes;Cadre;True
1;militaire;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;69;43;40-49 ans;2014;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;5000;HONDA;Roadster;Parking privé clos;Pour les loisirs;?;militaire;Employé;False
1;retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;43;69;60-69 ans;2018;MUTUELLE DES MOTARDS;650;Quelques fois par mois;10000;AJP;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;retraité;Retraité;True
1;Ingénieur;Non;Qualification initiale;Non;Seul(e) avec enfants;Homme;2;1;1;89;45;40-49 ans;2000;MAAF;850;Quelques fois par mois;5000;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;?;Ingénieur;Cadre;False
1;ingénieur;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;92;57;50-59 ans;2004;AXA;1000;Tous les jours;8000;HONDA;Trail / Supermotard;Garage collectif;Pour les trajets domicile travail;?;ingénieur;Cadre;False
1;Informaticien;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;3;0;35;41;40-49 ans;2017;MAAF;700;Quelques fois par mois;9000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Informaticien;Profession intermédiaire;True
3;instit;Non;Mise à jour;Non;En couple avec enfant(s);Femme;3;1;1;69;31;30-39 ans;2009;MUTUELLE DES MOTARDS;600;Quelques fois par mois;500;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;instit;Cadre;False
1;RESTAURATEUR;Non;Qualification initiale;Oui;Autre;Homme;3;2;0;59;48;40-49 ans;1992;MUTUELLE DES MOTARDS;750;Quelques fois par mois;2000;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;?;RESTAURATEUR;Profession intermédiaire;False
1;Ingénieur;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;4;2;95;57;50-59 ans;2017;MUTUELLE DES MOTARDS;300;Quelques fois par semaine;5000;BMW;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;700;Ingénieur;Cadre;False
1;conducteur de train à crémaill;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;63;58;50-59 ans;2017;GMF;800;Quelques fois par mois;6000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;conducteur de train à crémaill;Ouvrier;False
1;chargé d affaire;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;44;49;40-49 ans;2001;ALLIANZ;1000;Quelques fois par mois;2000;YAMAHA;Sportive;Parking privé clos;Pour les loisirs;?;chargé d affaire;Cadre;False
1;directeur;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;1;2;33;38;30-39 ans;2004;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;4000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;Consultant;Cadre;False
1;Fonctionnaire;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;16;44;40-49 ans;2005;MAIF;650;Tous les jours;10000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Fonctionnaire;Cadre;False
3;Chargée de communication inter;Non;Qualification initiale;Non;En couple sans enfant;Femme;2;2;0;92;24;Moins de 30 ans;2015;AXA;300;Quelques fois par semaine;8000;KAWASAKI;Sportive;Garage collectif;Pour les trajets domicile travail;?;Chargée de solutions événementielles;Cadre;True
1;Ingénieur avant vente;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;75;50;50-59 ans;2012;CLUB 14;1200;Tous les jours;7500;HONDA;Routière / GT;Parking public clos;Pour les trajets domicile travail;2000;Ingénieur avant vente;Cadre;False
1;Directeur Général;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;42;68;60-69 ans;2016;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;8000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;Directeur Général;Retraité;True
1;Responsable méthodes industria;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;1;1;68;60;60-69 ans;2005;MACIF;900;Tous les jours;6000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;Responsable méthodes industria;Cadre;False
2;EDUCATEUR SPORTIF;Non;Mise à jour;Oui;Seul(e) sans enfant;Femme;1;1;0;77;62;60-69 ans;2007;MUTUELLE DES MOTARDS;125;Quelques fois par mois;1000;HONDA;Scooter;Garage individuel (ou box privatif);Pour les loisirs;?;EDUCATEUR SPORTIF;Retraité;False
1;Messager du tri;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;1;0;69;25;Moins de 30 ans;2001;MUTUELLE DES MOTARDS;500;Tous les jours;10000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Messager du tri;Etudiant;False
1;Country manager;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;4;0;33;34;30-39 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par an;1500;BMW;Trail / Supermotard;Autre;Pour les loisirs;?;Country manager;Cadre;False
1;cadre;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;41;64;60-69 ans;2004;MAIF;1200;Quelques fois par semaine;15000;BMW;Routière / GT;Parking privé non clos;Pour les loisirs;?;retraité;Retraité;False
1;Conseiller en prévention;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;59;50;50-59 ans;2016;MACIF;1300;Quelques fois par mois;15000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Préventeur;Cadre;False
1;Directeur entreprise de transp;Non;Mise à jour;Non;En couple sans enfant;Homme;2;3;0;34;67;60-69 ans;2012;AXA;1200;Quelques fois par semaine;10000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Directeur entreprise de transp;Retraité;False
1;Responsable PAO imprimerie;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;3;3;1;38;56;50-59 ans;2016;MUTUELLE DES MOTARDS;1800;Tous les jours;25000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Responsable PAO imprimerie;Profession intermédiaire;True
1;ingénieur;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;2;2;78;66;60-69 ans;2011;MUTUELLE DES MOTARDS;660;Quelques fois par semaine;2000;YAMAHA;Roadster;Parking privé non clos;Pour les loisirs;1000;ingénieur;Cadre;False
1;Chargé d affaire Ingénierie;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;4;59;50-59 ans;2009;MATMUT;696;Quelques fois par semaine;1000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;1500;Chargé d affaire Ingénierie;Cadre;False
1;Technicien méthodes;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;5;3;77;48;40-49 ans;2004;MACIF;955;Quelques fois par mois;12000;TRIUMPH;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Technicien méthodes;Employé;False
3;Demandeur d emploi;Non;Mise à jour;Oui;Seul(e) avec enfants;Femme;3;1;2;31;56;50-59 ans;1992;MUTUELLE DES MOTARDS;500;Quelques fois par mois;1000;KAWASAKI;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;AESH;Employé;False
1;INFORMATICIEN;Non;?;Oui;En couple avec enfant(s);Homme;3;1;1;75;66;60-69 ans;2003;MUTUELLE DES MOTARDS;1150;Quelques fois par mois;5000;BMW;Trail / Supermotard;?;Pour les loisirs;300;INFORMATICIEN;Profession intermédiaire;False
1;RETRAITE;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;12;69;60-69 ans;2011;MUTUELLE DES MOTARDS;400;Quelques fois par mois;2000;PIAGGIO;Scooter;Parking privé clos;Pour les loisirs;?;RETRAITE;Retraité;False
1;Retraité;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;2;0;57;66;60-69 ans;2000;MUTUELLE DES MOTARDS;900;Quelques fois par semaine;10000;DUCATI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;600;Retraité;Retraité;False
1;Technicien supérieur hospitali;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;3;1;1;83;40;40-49 ans;2012;MUTUELLE DES MOTARDS;675;Tous les jours;4000;TRIUMPH;Roadster;Parking privé clos;Pour les trajets domicile travail;?;Technicien supérieur hospitali;Employé;False
1;Evaluateur immobilier;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;2;1;13;52;50-59 ans;2010;GENERALI;650;Quelques fois par mois;2000;KAWASAKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;?;Evaluateur immobilier;Profession libérale et artistique;False
1;Cadre assurance;Oui;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;34;59;50-59 ans;2013;MUTUELLE DES MOTARDS;1050;Quelques fois par mois;3000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Cadre assurance;Cadre;False
1;Ingénieur;Non;?;Oui;Seul(e) sans enfant;Homme;1;1;0;69;41;40-49 ans;2005;MUTUELLE DES MOTARDS;600;Tous les jours;10000;HONDA;Roadster;Parking public clos;Pour les trajets domicile travail;?;Ingénieur;Cadre;False
1;Gérant de société;Non;Mise à jour;Non;En couple sans enfant;Homme;2;3;0;26;59;50-59 ans;1994;AUTRE;1100;Tous les jours;10000;BMW;Routière / GT;Parking public clos;Pour les trajets domicile travail;1000;Gérant de société;Chef d entreprise de 10 salariés ou plus;False
1;Retraité  métallo;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;63;70;70 et plus;2002;MACIF;955;Quelques fois par semaine;13000;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Retraité  métallo;Retraité;False
1;retraité;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;2;0;31;68;60-69 ans;2002;MUTUELLE DES MOTARDS;1150;Quelques fois par mois;8000;BMW;Trail / Supermotard;Parking privé non clos;Pour les loisirs;?;retraité;Retraité;False
1;Responsable Informatique;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;33;51;50-59 ans;2004;MUTUELLE DES MOTARDS;1200;Tous les jours;15000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Responsable Informatique;Cadre;False
1;Aide-soignant;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;62;47;40-49 ans;2004;APRIL MOTO (AMT);955;Quelques fois par semaine;3000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Aide-soignant;Employé;False
1;Agent circulation;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;38;36;30-39 ans;2009;MUTUELLE DES MOTARDS;1098;Tous les jours;8000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Agent circulation;Employé;False
1;Responsable transport;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;13;44;40-49 ans;2002;MUTUELLE DES MOTARDS;1000;Tous les jours;15000;YAMAHA;Roadster;Parking privé clos;Pour les trajets domicile travail;100;Responsable transport;Cadre;False
1;Chef d atelier dans une usine;Non;?;Oui;En couple avec enfant(s);Homme;3;2;1;73;37;30-39 ans;2012;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;6000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;chargé d affaires;Profession intermédiaire;False
1;fonctionnaire d état;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;69;33;30-39 ans;2002;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;5000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;fonctionnaire d état;Profession intermédiaire;False
1;Menuisier;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;1;0;59;31;30-39 ans;2001;MUTUELLE DES MOTARDS;600;Quelques fois par semaine;7500;Honda;?;Garage collectif;Pour les trajets domicile travail;?;Menuisier;Ouvrier;False
1;etudiant;Non;?;Oui;Autre;Homme;4;2;0;33;27;Moins de 30 ans;2009;MATMUT;650;Tous les jours;16000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Geometre;Employé;True
1;Infirmier retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;83;68;60-69 ans;2012;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Infirmier retraité;Retraité;False
1;sans;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;3;0;38;62;60-69 ans;1988;AXA;1100;Tous les jours;8000;SUZUKI;Routière / GT;Voie publique;Pour les loisirs;?;sans;Retraité;False
1;Chef de service de Police Muni;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;5;3;69;50;50-59 ans;1956;MUTUELLE DES MOTARDS;250;Quelques fois par an;1000;PEUGEOT;Roadster;Garage individuel (ou box privatif);Pour les loisirs;600;Chef de service de Police Muni;Cadre;False
1;conducteur de travaux dans le ;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;74;44;40-49 ans;2001;MUTUELLE DES MOTARDS;850;Quelques fois par mois;4000;Yamaha;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;conducteur de travaux dans le;Cadre;True
1;Indépendant;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;77;28;Moins de 30 ans;2005;MUTUELLE DES MOTARDS;650;Quelques fois par mois;3000;SUZUKI;Roadster;Garage collectif;Pour les loisirs;?;Alternant;Etudiant;False
1;informaticien;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;21;62;60-69 ans;2010;GMF;800;Quelques fois par semaine;5000;BMW;Trail / Supermotard;Parking privé clos;Pour les loisirs;?;informaticien;Retraité;False
1;Architecte;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;31;40;40-49 ans;2002;MUTUELLE DES MOTARDS;1300;Tous les jours;10000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Architecte;Cadre;True
1;Agent hospitalier;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;7;2;6;50;50-59 ans;2002;MACIF;600;Tous les jours;6000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Agent hospitalier;Employé;False
1;electronicien;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;33;51;50-59 ans;2007;GMF;600;Quelques fois par semaine;3000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Technicien amélioration continue;Employé;False
1;fonctionnaire territoriale;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;1;2;3;51;50-59 ans;2017;AUTRE BANCASSUREUR;1200;Quelques fois par semaine;7000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;400;fonctionnaire territoriale;Employé;False
1;Professeur de Lycee Profession;Non;Mise à jour;Non;En couple avec enfant(s);Homme;6;2;4;24;44;40-49 ans;2001;CLUB 14;1000;Quelques fois par semaine;5000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Professeur de Lycee Profession;Employé;False
1;Technicien chimiste;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;61;30;30-39 ans;2016;AUTRE;750;Quelques fois par mois;4000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Technicien chimiste;Employé;False
1;Plombier Chauffagiste;Non;?;Oui;En couple avec enfant(s);Homme;4;3;2;36;58;50-59 ans;2003;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;2000;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Plombier Chauffagiste;Artisan, commerçant assimilé;True
